filename,power_factor
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153648.csv,0.07
Laptop_Schenker-W503_r1_MK1_20160126161033.csv,0.636
Laptop_Schenker-W503_r1_MK1_20160126161054.csv,0.637
Laptop_Schenker-W503_r1_MK1_20160126161121.csv,0.634
Laptop_Schenker-W503_r1_MK1_20160126161142.csv,0.634
Laptop_Schenker-W503_r1_MK1_20160126161205.csv,0.633
Laptop_Schenker-W503_r1_MK1_20160126161228.csv,0.633
Laptop_Schenker-W503_r1_MK1_20160126161251.csv,0.633
Laptop_Schenker-W503_r1_MK1_20160126161312.csv,0.635
Laptop_Schenker-W503_r1_MK1_20160126161334.csv,0.634
Laptop_Schenker-W503_r1_MK1_20160126161357.csv,0.636
SandwichMaker_ClatronicST3011_r2_MK1_20160503220543.csv,0.067
SandwichMaker_ClatronicST3011_r2_MK1_20160503220552.csv,0.084
SandwichMaker_ClatronicST3011_r2_MK1_20160503220614.csv,0.084
SandwichMaker_ClatronicST3011_r2_MK1_20160503220647.csv,0.08
SandwichMaker_ClatronicST3011_r2_MK1_20160503220746.csv,0.073
SandwichMaker_ClatronicST3011_r2_MK1_20160503220753.csv,0.085
SandwichMaker_ClatronicST3011_r2_MK1_20160503220800.csv,0.072
SandwichMaker_ClatronicST3011_r2_MK1_20160503220809.csv,0.073
SandwichMaker_ClatronicST3011_r2_MK1_20160503220818.csv,0.084
SandwichMaker_ClatronicST3011_r2_MK1_20160503220826.csv,0.066
RiceCooker_PanasonicSRG06_r2_MK1_20160503221300.csv,0.071
RiceCooker_PanasonicSRG06_r2_MK1_20160503221311.csv,0.071
RiceCooker_PanasonicSRG06_r2_MK1_20160503221319.csv,0.08
RiceCooker_PanasonicSRG06_r2_MK1_20160503221326.csv,0.082
RiceCooker_PanasonicSRG06_r2_MK1_20160503221332.csv,0.071
RiceCooker_PanasonicSRG06_r2_MK1_20160503221339.csv,0.074
RiceCooker_PanasonicSRG06_r2_MK1_20160503221348.csv,0.08
RiceCooker_PanasonicSRG06_r2_MK1_20160503221356.csv,0.07
RiceCooker_PanasonicSRG06_r2_MK1_20160503221402.csv,0.069
RiceCooker_PanasonicSRG06_r2_MK1_20160503221414.csv,0.079
RiceCooker_arendo301224_r2_MK1_20160503221730.csv,0.08
RiceCooker_arendo301224_r2_MK1_20160503221738.csv,0.07
RiceCooker_arendo301224_r2_MK1_20160503221745.csv,0.072
RiceCooker_arendo301224_r2_MK1_20160503221753.csv,0.084
RiceCooker_arendo301224_r2_MK1_20160503221801.csv,0.07
RiceCooker_arendo301224_r2_MK1_20160503221808.csv,0.071
RiceCooker_arendo301224_r2_MK1_20160503221817.csv,0.084
RiceCooker_arendo301224_r2_MK1_20160503221827.csv,0.079
RiceCooker_arendo301224_r2_MK1_20160503221836.csv,0.05
RiceCooker_arendo301224_r2_MK1_20160503221906.csv,0.084
CoffeeMachine_SIEMENS_r7_MK1_20160505235142.csv,0.08
CoffeeMachine_SIEMENS_r7_MK1_20160505235150.csv,0.082
CoffeeMachine_SIEMENS_r7_MK1_20160505235225.csv,0.077
CoffeeMachine_SIEMENS_r7_MK1_20160505235233.csv,0.083
CoffeeMachine_SIEMENS_r7_MK1_20160505235243.csv,0.078
CoffeeMachine_SIEMENS_r7_MK1_20160505235252.csv,0.075
CoffeeMachine_SIEMENS_r7_MK1_20160505235301.csv,0.08
CoffeeMachine_SIEMENS_r7_MK1_20160505235311.csv,0.073
CoffeeMachine_SIEMENS_r7_MK1_20160505235324.csv,0.085
CoffeeMachine_SIEMENS_r7_MK1_20160505235335.csv,0.073
Stove_sOlac_r7_MK1_20160505235957.csv,0.076
Stove_sOlac_r7_MK1_20160506000005.csv,0.074
Stove_sOlac_r7_MK1_20160506000012.csv,0.079
Stove_sOlac_r7_MK1_20160506000018.csv,0.072
Stove_sOlac_r7_MK1_20160506000025.csv,0.072
Stove_sOlac_r7_MK1_20160506000033.csv,0.075
Stove_sOlac_r7_MK1_20160506000040.csv,0.074
Stove_sOlac_r7_MK1_20160506000047.csv,0.079
Stove_sOlac_r7_MK1_20160506000054.csv,0.078
Stove_sOlac_r7_MK1_20160506000102.csv,0.074
Toaster_PhilipsHD2567_r7_MK1_20160506221921.csv,0.069
Toaster_PhilipsHD2567_r7_MK1_20160506221929.csv,0.072
Toaster_PhilipsHD2567_r7_MK1_20160506221937.csv,0.08
Toaster_PhilipsHD2567_r7_MK1_20160506221945.csv,0.083
Toaster_PhilipsHD2567_r7_MK1_20160506221953.csv,0.074
Toaster_PhilipsHD2567_r7_MK1_20160506222001.csv,0.079
Toaster_PhilipsHD2567_r7_MK1_20160506222010.csv,0.078
Toaster_PhilipsHD2567_r7_MK1_20160506222019.csv,0.077
Toaster_PhilipsHD2567_r7_MK1_20160506222027.csv,0.079
Toaster_PhilipsHD2567_r7_MK1_20160506222035.csv,0.08
Kettle_ClatronicWK3462_r7_MK1_20160506222437.csv,0.083
Kettle_ClatronicWK3462_r7_MK1_20160506222444.csv,0.079
Kettle_ClatronicWK3462_r7_MK1_20160506222451.csv,0.079
Kettle_ClatronicWK3462_r7_MK1_20160506222458.csv,0.071
Kettle_ClatronicWK3462_r7_MK1_20160506222505.csv,0.078
Kettle_ClatronicWK3462_r7_MK1_20160506222512.csv,0.081
Kettle_ClatronicWK3462_r7_MK1_20160506222520.csv,0.073
Kettle_ClatronicWK3462_r7_MK1_20160506222527.csv,0.082
Kettle_ClatronicWK3462_r7_MK1_20160506222534.csv,0.065
Kettle_ClatronicWK3462_r7_MK1_20160506222543.csv,0.082
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506222930.csv,0.177
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506222939.csv,0.176
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506222947.csv,0.179
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506222956.csv,0.173
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506223005.csv,0.169
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506223013.csv,0.17
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506223020.csv,0.185
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506223027.csv,0.175
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506223034.csv,0.177
LightBulb_PhilipsClassicTone40W_r7_MK1_20160506223042.csv,0.171
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232459.csv,3.772
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232507.csv,3.881
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232516.csv,3.801
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232524.csv,3.739
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232532.csv,3.438
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232539.csv,3.413
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232546.csv,2.319
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232554.csv,3.524
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232601.csv,3.332
NetworkSwitch_DLink-DGS1008D_r8_MK1_20160515232608.csv,2.237
CableModem_MotorolaSB5102_r8_MK1_20160515233311.csv,2.643
CableModem_MotorolaSB5102_r8_MK1_20160515233319.csv,2.113
CableModem_MotorolaSB5102_r8_MK1_20160515233326.csv,2.561
CableModem_MotorolaSB5102_r8_MK1_20160515233333.csv,2.073
CableModem_MotorolaSB5102_r8_MK1_20160515233340.csv,2.617
CableModem_MotorolaSB5102_r8_MK1_20160515233347.csv,2.226
CableModem_MotorolaSB5102_r8_MK1_20160515233354.csv,2.55
CableModem_MotorolaSB5102_r8_MK1_20160515233401.csv,2.699
CableModem_MotorolaSB5102_r8_MK1_20160515233410.csv,2.047
CableModem_MotorolaSB5102_r8_MK1_20160515233417.csv,2.644
CableReceiver_MotorolaDCT700_r8_MK1_20160515235205.csv,1.914
CableReceiver_MotorolaDCT700_r8_MK1_20160515235214.csv,1.514
CableReceiver_MotorolaDCT700_r8_MK1_20160515235221.csv,1.494
CableReceiver_MotorolaDCT700_r8_MK1_20160515235230.csv,1.51
CableReceiver_MotorolaDCT700_r8_MK1_20160515235239.csv,1.631
CableReceiver_MotorolaDCT700_r8_MK1_20160515235249.csv,1.6
CableReceiver_MotorolaDCT700_r8_MK1_20160515235256.csv,1.523
CableReceiver_MotorolaDCT700_r8_MK1_20160515235303.csv,1.705
CableReceiver_MotorolaDCT700_r8_MK1_20160515235310.csv,1.654
CableReceiver_MotorolaDCT700_r8_MK1_20160515235317.csv,1.482
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235654.csv,1.732
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235704.csv,1.563
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235713.csv,1.813
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235721.csv,1.565
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235729.csv,1.729
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235738.csv,1.662
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235746.csv,1.648
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235755.csv,1.54
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235802.csv,1.8
Laptop_Lenovo-IdeapadS11_r8_MK1_20160515235810.csv,1.521
Fridge_Danby_r8_MK1_20160516085740.csv,0.641
Fridge_Danby_r8_MK1_20160516085807.csv,0.701
Fridge_Danby_r8_MK1_20160516085819.csv,0.657
Fridge_Danby_r8_MK1_20160516085830.csv,0.65
Fridge_Danby_r8_MK1_20160516090328.csv,0.494
Fridge_Danby_r8_MK1_20160516090338.csv,0.658
Fridge_Danby_r8_MK1_20160516090348.csv,0.652
Fridge_Danby_r8_MK1_20160516090358.csv,0.646
Fridge_Danby_r8_MK1_20160516090407.csv,0.643
Fridge_Danby_r8_MK1_20160516090416.csv,0.637
Microwave_Whirlpool_r8_MK1_20160516101135.csv,0.527
Microwave_Whirlpool_r8_MK1_20160516101147.csv,0.491
Microwave_Whirlpool_r8_MK1_20160516101156.csv,0.476
Microwave_Whirlpool_r8_MK1_20160516101205.csv,0.469
Microwave_Whirlpool_r8_MK1_20160516101215.csv,0.481
Microwave_Whirlpool_r8_MK1_20160516101340.csv,0.524
Microwave_Whirlpool_r8_MK1_20160516101349.csv,0.481
Microwave_Whirlpool_r8_MK1_20160516101400.csv,0.49
Microwave_Whirlpool_r8_MK1_20160516101416.csv,0.509
Microwave_Whirlpool_r8_MK1_20160516101430.csv,0.504
TV_Toshiba43L31OU_r8_MK1_20160516102246.csv,1.357
TV_Toshiba43L31OU_r8_MK1_20160516102309.csv,1.328
TV_Toshiba43L31OU_r8_MK1_20160516102337.csv,1.341
TV_Toshiba43L31OU_r8_MK1_20160516102402.csv,1.353
TV_Toshiba43L31OU_r8_MK1_20160516102430.csv,1.36
TV_Toshiba43L31OU_r8_MK1_20160516102452.csv,1.365
TV_Toshiba43L31OU_r8_MK1_20160516102512.csv,1.366
TV_Toshiba43L31OU_r8_MK1_20160516102535.csv,1.37
TV_Toshiba43L31OU_r8_MK1_20160516102559.csv,1.351
TV_Toshiba43L31OU_r8_MK1_20160516102619.csv,1.373
KitchenHood_AmicaUH17051_r2_MK1_20160520141329.csv,1.483
KitchenHood_AmicaUH17051_r2_MK1_20160520141340.csv,1.48
KitchenHood_AmicaUH17051_r2_MK1_20160520141351.csv,1.478
KitchenHood_AmicaUH17051_r2_MK1_20160520141405.csv,1.47
KitchenHood_AmicaUH17051_r2_MK1_20160520141416.csv,1.467
KitchenHood_AmicaUH17051_r2_MK1_20160520141430.csv,1.468
KitchenHood_AmicaUH17051_r2_MK1_20160520141441.csv,1.459
KitchenHood_AmicaUH17051_r2_MK1_20160520141453.csv,1.474
KitchenHood_AmicaUH17051_r2_MK1_20160520141516.csv,1.454
KitchenHood_AmicaUH17051_r2_MK1_20160520141541.csv,1.489
AirPump_SimexHB-135C_r2_MK1_20160124164919.csv,0.226
AirPump_SimexHB-135C_r2_MK1_20160124165057.csv,0.237
AirPump_SimexHB-135C_r2_MK1_20160124165115.csv,0.241
AirPump_SimexHB-135C_r2_MK1_20160124165105.csv,0.227
AirPump_SimexHB-135C_r2_MK1_20160124165133.csv,0.238
AirPump_SimexHB-135C_r2_MK1_20160124165124.csv,0.24
AirPump_SimexHB-135C_r2_MK1_20160124165214.csv,0.243
AirPump_SimexHB-135C_r2_MK1_20160124165144.csv,0.241
AirPump_SimexHB-135C_r2_MK1_20160124165201.csv,0.229
AirPump_SimexHB-135C_r2_MK1_20160124165226.csv,0.243
Charger_TAS1801_r2_MK2_20151105154524.csv,0.458
Charger_TAS1801_r2_MK2_20151105154540.csv,0.465
Charger_TAS1801_r2_MK2_20151105154554.csv,0.47
Charger_TAS1801_r2_MK2_20151105154606.csv,0.471
Charger_TAS1801_r2_MK2_20151105154632.csv,0.472
Charger_TAS1801_r2_MK2_20151105154617.csv,0.472
Charger_TAS1801_r2_MK2_20151105154656.csv,0.466
Charger_TAS1801_r2_MK2_20151105154714.csv,0.468
Charger_TAS1801_r2_MK2_20151105154729.csv,0.466
Charger_TAS1801_r2_MK2_20151105154758.csv,0.466
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133030.csv,0.33
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133043.csv,0.34
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133016.csv,0.346
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133057.csv,0.342
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133112.csv,0.324
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133136.csv,0.335
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133214.csv,0.334
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133152.csv,0.366
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133258.csv,0.333
DrillingMachine_Pattfield-E-SB550E_r1_MK1_20160128133307.csv,0.318
Fan_Salco-STT23-1_r2_MK1_20160124171618.csv,1.392
Fan_Salco-STT23-1_r2_MK1_20160124171640.csv,1.384
Fan_Salco-STT23-1_r2_MK1_20160124171702.csv,1.402
Fan_Salco-STT23-1_r2_MK1_20160124171719.csv,1.397
Fan_Salco-STT23-1_r2_MK1_20160124171747.csv,1.389
Fan_Salco-STT23-1_r2_MK1_20160124171731.csv,1.394
Fan_Salco-STT23-1_r2_MK1_20160124171801.csv,1.382
Fan_Salco-STT23-1_r2_MK1_20160124171820.csv,1.383
Fan_Salco-STT23-1_r2_MK1_20160124171835.csv,1.381
Fan_Salco-STT23-1_r2_MK1_20160124171851.csv,1.379
Hairdryer_Valera54206_r9_MK2_20170513131813.csv,0.102
Hairdryer_Valera54206_r9_MK2_20170513131826.csv,0.1
Hairdryer_Valera54206_r9_MK2_20170513131835.csv,0.103
Hairdryer_Valera54206_r9_MK2_20170513131844.csv,0.105
Hairdryer_Valera54206_r9_MK2_20170513131852.csv,0.093
Hairdryer_Valera54206_r9_MK2_20170513131901.csv,0.1
Hairdryer_Valera54206_r9_MK2_20170513131910.csv,0.105
Hairdryer_Valera54206_r9_MK2_20170513131919.csv,0.099
Hairdryer_Valera54206_r9_MK2_20170513131927.csv,0.095
Hairdryer_Valera54206_r9_MK2_20170513131937.csv,0.102
Kettle_WIK9501_r9_MK2_20170513132440.csv,0.105
Kettle_WIK9501_r9_MK2_20170513132448.csv,0.096
Kettle_WIK9501_r9_MK2_20170513132611.csv,0.095
Kettle_WIK9501_r9_MK2_20170513132618.csv,0.103
Kettle_WIK9501_r9_MK2_20170513132626.csv,0.094
Kettle_WIK9501_r9_MK2_20170513132635.csv,0.099
Kettle_WIK9501_r9_MK2_20170513132643.csv,0.099
Kettle_WIK9501_r9_MK2_20170513132722.csv,0.09
Kettle_WIK9501_r9_MK2_20170513132734.csv,0.103
Kettle_WIK9501_r9_MK2_20170513132745.csv,0.096
Iron_PanasonicNIB36TS_r9_MK2_20170513162209.csv,0.095
Iron_PanasonicNIB36TS_r9_MK2_20170513162218.csv,0.101
Iron_PanasonicNIB36TS_r9_MK2_20170513162358.csv,0.09
Iron_PanasonicNIB36TS_r9_MK2_20170513162412.csv,0.094
Iron_PanasonicNIB36TS_r9_MK2_20170513162431.csv,0.097
Iron_PanasonicNIB36TS_r9_MK2_20170513162443.csv,0.09
Iron_PanasonicNIB36TS_r9_MK2_20170513162451.csv,0.104
Iron_PanasonicNIB36TS_r9_MK2_20170513162501.csv,0.094
Iron_PanasonicNIB36TS_r9_MK2_20170513162658.csv,0.094
Iron_PanasonicNIB36TS_r9_MK2_20170513162708.csv,0.104
TV_SonyKDL42W700B_r9_MK2_20170513163759.csv,1.145
TV_SonyKDL42W700B_r9_MK2_20170513163818.csv,1.155
TV_SonyKDL42W700B_r9_MK2_20170513163831.csv,1.16
TV_SonyKDL42W700B_r9_MK2_20170513163843.csv,1.146
TV_SonyKDL42W700B_r9_MK2_20170513163853.csv,1.169
TV_SonyKDL42W700B_r9_MK2_20170513163906.csv,1.17
TV_SonyKDL42W700B_r9_MK2_20170513163918.csv,1.159
TV_SonyKDL42W700B_r9_MK2_20170513163933.csv,1.149
TV_SonyKDL42W700B_r9_MK2_20170513164003.csv,1.064
TV_SonyKDL42W700B_r9_MK2_20170513164053.csv,1.09
TV_Philips-42pfl3403_r9_MK2_20170515231624.csv,0.301
TV_Philips-42pfl3403_r9_MK2_20170515231647.csv,0.303
TV_Philips-42pfl3403_r9_MK2_20170515231710.csv,0.303
TV_Philips-42pfl3403_r9_MK2_20170515231729.csv,0.305
TV_Philips-42pfl3403_r9_MK2_20170515231757.csv,0.303
TV_Philips-42pfl3403_r9_MK2_20170515231822.csv,0.3
TV_Philips-42pfl3403_r9_MK2_20170515231844.csv,0.303
TV_Philips-42pfl3403_r9_MK2_20170515231912.csv,0.3
TV_Philips-42pfl3403_r9_MK2_20170515231938.csv,0.301
TV_Philips-42pfl3403_r9_MK2_20170515232010.csv,0.299
Kettle_WKF-818B_r9_MK2_20170515232831.csv,0.11
Kettle_WKF-818B_r9_MK2_20170515232849.csv,0.108
Kettle_WKF-818B_r9_MK2_20170515232858.csv,0.103
Kettle_WKF-818B_r9_MK2_20170515232906.csv,0.097
Kettle_WKF-818B_r9_MK2_20170515232919.csv,0.103
Kettle_WKF-818B_r9_MK2_20170515232928.csv,0.101
Kettle_WKF-818B_r9_MK2_20170515232936.csv,0.107
Kettle_WKF-818B_r9_MK2_20170515232948.csv,0.098
Kettle_WKF-818B_r9_MK2_20170515233002.csv,0.1
Kettle_WKF-818B_r9_MK2_20170515233014.csv,0.108
Iron_Philips-GC1990_r9_MK2_20170515233647.csv,0.102
Iron_Philips-GC1990_r9_MK2_20170515233701.csv,0.104
Iron_Philips-GC1990_r9_MK2_20170515233710.csv,0.097
Iron_Philips-GC1990_r9_MK2_20170515233722.csv,0.096
Iron_Philips-GC1990_r9_MK2_20170515233735.csv,0.099
Iron_Philips-GC1990_r9_MK2_20170515233748.csv,0.1
Iron_Philips-GC1990_r9_MK2_20170515233759.csv,0.099
Iron_Philips-GC1990_r9_MK2_20170515233815.csv,0.098
Iron_Philips-GC1990_r9_MK2_20170515234020.csv,0.096
Iron_Philips-GC1990_r9_MK2_20170515234029.csv,0.106
Halogen_Osram-25W_r9_MK2_20170515234827.csv,0.2
Halogen_Osram-25W_r9_MK2_20170515234839.csv,0.184
Halogen_Osram-25W_r9_MK2_20170515234845.csv,0.171
Halogen_Osram-25W_r9_MK2_20170515234852.csv,0.169
Halogen_Osram-25W_r9_MK2_20170515234859.csv,0.186
Halogen_Osram-25W_r9_MK2_20170515234906.csv,0.178
Halogen_Osram-25W_r9_MK2_20170515234914.csv,0.161
Halogen_Osram-25W_r9_MK2_20170515234920.csv,0.167
Halogen_Osram-25W_r9_MK2_20170515234927.csv,0.169
Halogen_Osram-25W_r9_MK2_20170515234934.csv,0.177
Kettle_1800W_r1_MK2_20151009173102.csv,0.103
Kettle_1800W_r1_MK2_20151009173122.csv,0.099
Kettle_1800W_r1_MK2_20151009173208.csv,0.101
Kettle_1800W_r1_MK2_20151009173217.csv,0.098
Kettle_1800W_r1_MK2_20151009173253.csv,0.099
Kettle_1800W_r1_MK2_20151009173301.csv,0.098
Kettle_1800W_r1_MK2_20151009173308.csv,0.096
Kettle_1800W_r1_MK2_20151009173826.csv,0.096
Kettle_1800W_r1_MK2_20151009173837.csv,0.1
Kettle_1800W_r1_MK2_20151009173849.csv,0.104
HairDryer_RemingtonD3090_r1_MK2_20151009174125.csv,0.104
HairDryer_RemingtonD3090_r1_MK2_20151009174147.csv,0.104
HairDryer_RemingtonD3090_r1_MK2_20151009174200.csv,0.095
HairDryer_RemingtonD3090_r1_MK2_20151009174210.csv,0.097
HairDryer_RemingtonD3090_r1_MK2_20151009174218.csv,0.105
HairDryer_RemingtonD3090_r1_MK2_20151009174234.csv,0.102
HairDryer_RemingtonD3090_r1_MK2_20151009174250.csv,0.099
HairDryer_RemingtonD3090_r1_MK2_20151009174301.csv,0.099
HairDryer_RemingtonD3090_r1_MK2_20151009174311.csv,0.101
HairDryer_RemingtonD3090_r1_MK2_20151009174322.csv,0.102
FlatIron_PhilipsB_r1_MK2_20151009174744.csv,0.552
FlatIron_PhilipsB_r1_MK2_20151009174818.csv,0.558
FlatIron_PhilipsB_r1_MK2_20151009174830.csv,0.596
FlatIron_PhilipsB_r1_MK2_20151009175200.csv,0.56
FlatIron_PhilipsB_r1_MK2_20151009175217.csv,0.576
FlatIron_PhilipsB_r1_MK2_20151009175302.csv,0.584
FlatIron_PhilipsB_r1_MK2_20151009175317.csv,0.627
FlatIron_PhilipsB_r1_MK2_20151009175345.csv,0.605
FlatIron_PhilipsB_r1_MK2_20151009175401.csv,0.624
FlatIron_PhilipsB_r1_MK2_20151009175416.csv,0.624
MultiTool_Mannesmann-135W_r1_MK2_20151009180501.csv,0.289
MultiTool_Mannesmann-135W_r1_MK2_20151009180639.csv,0.288
MultiTool_Mannesmann-135W_r1_MK2_20151009180710.csv,0.303
MultiTool_Mannesmann-135W_r1_MK2_20151009180721.csv,0.305
